,summary,date
0,"Ownership Submission FORM 4 Check this box if no longer... | September 21, 2022",2022-09-21
1,"Shares of Everest Re Group Ltd. shed 4.42% to $271.46 Tuesday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",2022-09-20
2,"Shares of Everest Re Group Ltd. inched 0.34% higher to $284.02 Monday, on what proved to be an all-around great trading session for the stock market, with...",2022-09-19
3,"Segmental strength, a solid capital position and favorable growth estimates make Everest Re (RE) stock worth adding to one's portfolio.",2022-09-19
4,"Here at Zacks, our focus is on the proven Zacks Rank system, which emphasizes earnings estimates and estimate revisions to find great stocks. Nevertheless, we are always paying attention to the latest value, growth, and momentum trends to underscore strong picks.",2022-09-19
5,"W. R. Berkley, Unum Group, Arch Capital Group, Everest Re Group and Berkshire Hathaway are included in this Analyst Blog.",2022-09-19
6,"HAMILTON, Bermuda, September 16, 2022--Everest Re Group, Ltd. (""Everest"") (NYSE: RE) will hold its third quarter 2022 earnings conference call on Thursday, October 27, 2022, beginning at 8:00 am Eastern Time.",2022-09-16
7,"We have narrowed our search to five insurers that have strong growth potential for the rest of 2022. These are: BRK.B, WRB, UNM, ACGL and RE.",2022-09-16
8,"WARREN, New Jersey - September 15, 2022 - Everest Reinsurance, the reinsurance division of Everest Re Group, Ltd. today announced the promotions of two key leadership roles in its... | September 15, 2022",2022-09-15
9,"Here at Zacks, our focus is on the proven Zacks Rank system, which emphasizes earnings estimates and estimate revisions to find great stocks. Nevertheless, we are always paying attention to the latest value, growth, and momentum trends to underscore strong picks.",2022-09-13
10,Let's see how Everest Re (RE) and RenaissanceRe (RNR) fare in terms of some of the key metrics.,2022-09-12
11,"Shares of Everest Re Group Ltd. slipped 0.99% to $282.69 Friday, on what proved to be an all-around great trading session for the stock market, with the S&P...",2022-09-09
12,"WARREN, New Jersey - September 9, 2022 -- Everest Reinsurance, the reinsurance division of Everest Re Group, Ltd. today announced Catherine Rudow will join the company as Global Head of Cyber... | September 9, 2022",2022-09-09
13,"Shares of Everest Re Group Ltd. rallied 1.46% to $285.53 Thursday, on what proved to be an all-around great trading session for the stock market, with the...",2022-09-08
14,"Insurance Conference to b... MMC, PFG, PLMR, PRI, RE, RGA, RLI, RYAN, JXN, JRVR, HMN, HIPO, HIG, HGTY, GSHD, EQH, AIG, AFL, AFG, AEL, ACGL, CNO, DGICA, EIG, LMND, LNC, MET, SIGI, THG",2022-09-08
15,"Shares of Everest Re Group Ltd. rallied 2.56% to $281.42 Wednesday, on what proved to be an all-around positive trading session for the stock market, with...",2022-09-07
16,"Insurance Conference to b... MMC, PFG, PLMR, PRI, RE, RGA, RLI, RYAN, JXN, JRVR, HMN, HIPO, HIG, HGTY, GSHD, EQH, AIG, AFL, AFG, AEL, ACGL, CNO, DGICA, EIG, LMND, LNC, MET, SIGI, THG",2022-09-07
17,"Shares of Everest Re Group Ltd. inched 0.14% higher to $274.40 Tuesday, on what proved to be an all-around dismal trading session for the stock market, with...",2022-09-06
18,"Shares of Everest Re Group Ltd. inched 0.61% higher to $274.01 Friday, on what proved to be an all-around dismal trading session for the stock market, with...",2022-09-02
19,American Financial (AFG) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,2022-09-02
20,"Shares of Everest Re Group Ltd. advanced 1.23% to $272.35 Thursday, on what proved to be an all-around favorable trading session for the stock market, with...",2022-09-01
21,"Shares of Everest Re Group Ltd. slipped 0.17% to $269.05 Wednesday, on what proved to be an all-around dismal trading session for the stock market, with the...",2022-08-31
22,"Shares of Everest Re Group Ltd. slumped 0.97% to $269.50 Tuesday, on what proved to be an all-around poor trading session for the stock market, with the S&P...",2022-08-30
23,"WARREN, New Jersey - August 30, 2022 - Everest Reinsurance, the reinsurance division of Everest Re Group, Ltd. today announced Kevin Bogardus will join the company as Senior Vice President,... | August 30, 2022",2022-08-30
24,"Shares of Everest Re Group Ltd. shed 0.29% to $272.13 Monday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",2022-08-29
25,"WARREN, New Jersey - August 29, 2022 - Everest Insurance®, the Insurance division of Everest Re Group, Ltd. , today announced key appointments in its U.S. Wholesale division. Casey... | August 29, 2022",2022-08-29
26,"Shares of Everest Re Group Ltd. slipped 1.41% to $272.92 Friday, on what proved to be an all-around grim trading session for the stock market, with the S&P...",2022-08-26
27,"Shares of Everest Re Group Ltd. rose 1.14% to $276.83 Thursday, on what proved to be an all-around favorable trading session for the stock market, with the...",2022-08-25
28,"Shares of Everest Re Group Ltd. inched 0.38% higher to $273.71 Wednesday, on what proved to be an all-around positive trading session for the stock market,...",2022-08-24
29,"Shares of Everest Re Group Ltd. slid 0.12% to $272.67 Tuesday, on what proved to be an all-around dismal trading session for the stock market, with the S&P...",2022-08-23
30,"Shares of Everest Re Group Ltd. slipped 2.43% to $274.66 Monday, on what proved to be an all-around dismal trading session for the stock market, with the S&P...",2022-08-22
31,"WARREN, New Jersey - August 22, 2022 - Everest Insurance®, the Insurance division of Everest Re Group, Ltd. today announced that Paul Trueman has joined as Head of Aviation for its... | August 22, 2022",2022-08-22
32,"Shares of Everest Re Group Ltd. shed 0.24% to $281.50 Friday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500...",2022-08-19
33,"Everest Re Group, Ltd. ( NYSE:RE ) is about to trade ex-dividend in the next three days. The ex-dividend date is one...",2022-08-19
34,"dividend channel,RE,SLF,AFL,",2022-08-19
35,"Everest Re (RE) is poised to grow due to well-performing Reinsurance and Insurance segments, favorable growth estimates and effective capital deployment.",2022-08-17
36,GuruFocus Article or News written by insider and the topic is about: ,2022-08-15
37,"Ownership Submission FORM 4 Check this box if no longer... | August 11, 2022",2022-08-11
38,"HAMILTON, Bermuda, August 10, 2022--Everest Re Group, Ltd. announced that its Board of Directors declared a dividend of $1.65 per common share payable on or before September 9, 2022 to all shareholders of record as of August 24, 2022.",2022-08-10
39,Looking for some oversold stocks to buy? Here's the 10 most oversold on the S&P 500 for August 2022.,2022-08-10
40,,2022-08-10
41,"Shares of Everest Re Group Ltd. rose 1.53% to $255.66 Friday, on what proved to be an all-around mixed trading session for the stock market, with the Dow...",2022-08-05
42,"HAMILTON, Bermuda, August 05, 2022--Everest Re Group, Ltd. (""Everest"" or the ""Company"") announced today that it has published its Global Loss Triangles for the year ended December 31, 2021.",2022-08-05
43,"August 5, 2022 - Everest Re Group, Ltd. announced today that it has published its Global LossTriangles for the year ended ... | August 5, 2022",2022-08-05
44,"Shares of Everest Re Group Ltd. shed 0.56% to $251.81 Thursday, on what proved to be an all-around poor trading session for the stock market, with the S&P...",2022-08-04
45,"Shares of Everest Re Group Ltd. rallied 1.58% to $253.22 Wednesday, on what proved to be an all-around positive trading session for the stock market, with...",2022-08-03
46,"Shares of Everest Re Group Ltd. slipped 1.22% to $249.28 Tuesday, on what proved to be an all-around dismal trading session for the stock market, with the...",2022-08-02
47,"Shares of Everest Re Group Ltd. slid 3.44% to $252.36 Monday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500...",2022-08-01
48,"Shares of Everest Re Group Ltd. rose 1.20% to $261.35 Friday, on what proved to be an all-around great trading session for the stock market, with the S&P 500...",2022-07-29
49,"Shares of Everest Re Group Ltd. shed 4.74% to $258.26 Thursday, on what proved to be an all-around favorable trading session for the stock market, with the...",2022-07-28
50,"Everest Re Group, Ltd. (NYSE:NYSE:RE) Q2 2022 Earnings Conference Call July 28, 2022 08:00 AM ET Company Participants Matt Rohrmann - Senior Vice President, Head of Investor Relations Juan...",2022-07-28
51,These are the stocks posting the largest moves in midday trading. ,2022-07-28
52,Everest Re (RE) Q2 results reflect higher premiums and margins in both the segments. An active cat environment induced deterioration in the combined ratio.,2022-07-28
53,"CNBC's 'Squawk Box' team breaks down the latest earnings results from Comcast, which beat analysts' expectations on the top and bottom lines.",2022-07-28
54,"The stocks making the biggest moves in premarket trading include Stanley Black & Decker, Southwest Airlines, Harley-Davidson, and more.",2022-07-28
55,"Everest Re (RE) delivered earnings and revenue surprises of 7.94% and 2.77%, respectively, for the quarter ended June 2022. Do the numbers hold clues to what lies ahead for the stock?",2022-07-27
56,"HAMILTON, Bermuda, July 27, 2022--Everest Re Group, Ltd. (""Everest"" or the ""Group"") today reported its second quarter 2022 results.",2022-07-27
57,"Shares of Everest Re Group Ltd. slumped 0.26% to $271.12 Wednesday, on what proved to be an all-around great trading session for the stock market, with the...",2022-07-27
58,"HAMILTON, Bermuda _ Everest Re Group Ltd. on Wednesday reported second-quarter profit of $123 million. The Hamilton, Bermuda-based company said it had profit of $3.11 per share.... | July 27, 2022",2022-07-27
59,"In a report released today, Elyse Gr...",2022-07-27
60,Everest Re Group Presiden... RE,2022-07-27
61,"Shares of Everest Re Group Ltd. slipped 0.73% to $271.82 Tuesday, on what proved to be an all-around poor trading session for the stock market, with the S&P...",2022-07-26
62,"Better pricing, solid retention and renewals, exposure growth and accelerated digitalization partly weighed on by active catastrophe likely have aided second quarter results of P&C insurers like RE, CINF and ACGL.",2022-07-26
63,"Shares of Everest Re Group Ltd. inched 0.69% higher to $273.81 Monday, on what proved to be an all-around great trading session for the stock market, with...",2022-07-25
64,"Sesame sells the systems for anywhere from $100,000 to $300,000, or more for larger installations like a full medical clinic. ",2022-07-25
65,Consensus is for FY22 FFO... RE,2022-07-25
66,"There's a head spinning amount of news for markets to navigate in the week ahead, the biggest of which will be the Federal Reserve's mid-week meeting.",2022-07-22
67,"Everest Re's (RE) Q2 results are likely to benefit from strong renewal retention and new business and growth in Casualty and financial lines, offset by lower limited partnership income",2022-07-22
68,Everest Re (RE) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,2022-07-20
69,"""Knock at the Cabin,"" a new film by director M. Night Shyamalan, is the first adaptation of one of Paul Tremblay's horror novels.",2022-07-16
70,"Shares of Everest Re Group Ltd. inched 0.02% higher to $263.18 Friday, on what proved to be an all-around favorable trading session for the stock market,...",2022-07-15
71,"Ride-related injuries dropped by more than 60% between 2004 and 2019, according to the International Association of Amusement Parks and Attractions.",2022-07-15
72,"Shares of Everest Re Group Ltd. slipped 4.98% to $263.14 Thursday, on what proved to be an all-around dismal trading session for the stock market, with the...",2022-07-14
73,"Dividends are one of the best benefits to being a shareholder, but finding a great dividend stock is no easy task. Does Everest Re (RE) have what it takes? Let's find out.",2022-07-14
74,"CNBC obtained a list of nearly 20 corporations and trade groups that RSVP'd to attend a swanky, three-day retreat at the Breakers resort starting Sunday.",2022-07-14
75,"Group 1 Automotive, Westlake Chemical, Everest Re Group, ArcBest and Campbell Soup are part of Zacks Screen of the Week article.",2022-07-14
76,"Shares of Everest Re Group Ltd. inched 0.03% higher to $276.93 Wednesday, on what proved to be an all-around poor trading session for the stock market, with...",2022-07-13
77,The streamer announced in April that it was planning on rolling out an ad-supported tier after years of resisting the move.,2022-07-13
78,"Chubb Limited (CB) is well poised for growth on the back of rate increases, increased dividends on public equities, strategic acquisitions and effective capital deployment.",2022-07-13
79,"Group 1 Automotive (GPI), Westlake Chemical (WLK), Everest Re (RE), ArcBest (ARCB) and Campbell Soup (CPB) offer solid dividend growth and could be compelling picks for investors.",2022-07-13
80,"JPMorgan Chase, M&T Bank, Raymond James Financial, Arch Capital Group, and Everest Re Group are part of Zacks top Analyst Blog.",2022-07-13
81,"Shares of Everest Re Group Ltd. slipped 1.08% to $276.85 Tuesday, on what proved to be an all-around grim trading session for the stock market, with the S&P...",2022-07-12
82,"Everest Re (RE) holds the potential to reap benefits from rate increases, business opportunities, strong premium growth and solid capital position.",2022-07-12
83,"""Succession"" tops the 2022 Emmy Award nominations followed by ""Ted Lasso"" and ""The White Lotus.""",2022-07-12
84,Jefferies analyst Yaron K... RE,2022-07-12
85,"Moviegoers aren't just returning to cinemas, they are spending more on premium tickets and concessions.",2022-07-11
86,"Shares of Everest Re Group Ltd. shed 0.31% to $279.86 Monday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500...",2022-07-11
87,"""Thor: Love and Thunder"" tallied $143 million during its domestic debut, pushing the overall weekend haul to more than $200 million.",2022-07-10
88,"A movie industry panel discusses how it assigns ratings to newly released films, including details about what constitutes an R rating.",2022-07-09
89,Everest Re (RE) could produce exceptional returns because of its solid growth attributes.,2022-07-07
90,"A leading market share in the residential purchase, refinance, and commercial markets, a diversified growth strategy, focused on technological development and solid balance sheet poise Fidelity National (FNF) for growth.",2022-07-06
91,"In an era of flagship streaming services like Disney+ and Peacock, Hulu is caught in the middle. ",2022-07-06
92,"It is hard to get excited after looking at Everest Re Group's (NYSE:RE) recent performance, when its stock has declined...",2022-07-06
93,"'Minions' and 'Toy Story' are among the most popular and profitable franchises for their respective studios — so why did ""Minions"" soar and ""Lightyear"" flop?
",2022-07-05
94,"dividend channel,RE,",2022-07-05
95,"""Minions: The Rise of Gru"" generated more than $108 million in ticket sales during its domestic opening weekend.",2022-07-03
96,Learn why SCHW is the best stock for those looking to invest in financial companies. It’s quietly become one of America’s best-run banks.,2022-07-01
97,"WARREN, New Jersey - June 30, 2022 -Everest Insurance®, the Insurance division of Everest Re Group, Ltd. today announced that Erik Nikodem, President of Global Property, will retire in... | June 30, 2022",2022-06-30
98,"Boyd Gaming, Lithia Motors, Everest Re Group, Jones Lang LaSalle and QuidelOrtho are part of Zacks Screen of the week article.",2022-06-30
99,A publicly traded Starz may look to increase in size by targeting other subscale media and entertainment companies.,2022-06-29
100,"Steady sales growth is the key to survival for a business, even during recessions. Let's check at Boyd Gaming (BYD), Lithia Motors (LAD), Everest Re (RE), Jones Lang LaSalle (JLL) & QuidelOrtho (QDEL) that are recording top-line growth.",2022-06-29
101,"The Kroger, Boise Cascade, Lockheed Martin, Paychex, and Everest Re are part of Zacks Screen of the Week article.",2022-06-29
102,"Staff article entitled Everest Re Group Takes Over #24 Spot From LKQ , about ETFs, from ETF Channel.",2022-06-29
103,"The latest tally of analyst opinions from the major brokerage houses shows that among the components of the S&P 500 index, Everest Re Group is now the #24 analyst pick, moving up by 1 spot - This rank is formed by averaging the analyst opinions for each component from each broker, and then ranking the 500 components by those average opinion values - RE.",2022-06-29
104,A string of solid theatrical performances coupled with a strong slate of upcoming films has left most box office analysts optimistic.,2022-06-29
105,"Investors usually aren't big fans of financial stocks, but if you know how to pick the right ones, it's possible to find safe opportunities.",2022-06-29
106,"Dividends are one of the best benefits to being a shareholder, but finding a great dividend stock is no easy task. Does Everest Re (RE) have what it takes? Let's find out.",2022-06-28
107,"Kroger (KR), Boise Cascade (BCC), Lockheed Martin (LMT), Paychex (PAYX) and Everest Re (RE) could be compelling picks heading into the second half of the year.",2022-06-28
108,"Here at Zacks, our focus is on the proven Zacks Rank system, which emphasizes earnings estimates and estimate revisions to find great stocks. Nevertheless, we are always paying attention to the latest value, growth, and momentum trends to underscore strong picks.",2022-06-27
109,"WARREN, New Jersey - June 27, 2022 -- Everest Reinsurance, the reinsurance division of Everest Re Group, Ltd. today announced that Joe Stuhl has joined the company as Senior Vice President of... | June 27, 2022",2022-06-27
110,"HAMILTON, Bermuda, June 23, 2022--Everest Re Group, Ltd. (""Everest"") (NYSE: RE) will hold its second quarter 2022 earnings conference call on Thursday, July 28, 2022, beginning at 8:00 am Eastern Time.",2022-06-23
111,"HAMILTON, Bermuda, June 22, 2022--Everest Reinsurance, the reinsurance division of Everest Re Group, Ltd. (NYSE: RE) today announced Brent Hoffman will join the company as Senior Vice President, Head of Claims and Chief Operations Officer at the end of July. He will report directly to Jim Williamson, Everest Group Chief Operating Officer and Head of Reinsurance.",2022-06-22
112,"2022 has been a brutal year for the stock market. Year to date, the S&P 500 is down more than 22%. And, there doesn’t seem to be a catalyst to turn things around given that the economy is slowing, and the Fed is embarking on its most aggressive hiking campaign in decades. If inflation was mild, rising credit spreads and plunging asset prices would likely cause the Federal Reserve to take notice. However, in this circumstance, this is not the case. In some respects, the Fed’s tightening is having",2022-06-22
113,"Here at Zacks, our focus is on the proven Zacks Rank system, which emphasizes earnings estimates and estimate revisions to find great stocks. Nevertheless, we are always paying attention to the latest value, growth, and momentum trends to underscore strong picks.",2022-06-21
114,"Pixar's ""Lightyear"" rocketed to a $51 million domestic opening, the best performance of an animated feature since the pandemic began.",2022-06-19
115,"Shares of Everest Re Group Ltd. rallied 1.55% to $269.12 Friday, on what proved to be an all-around mixed trading session for the stock market, with the S&P...",2022-06-17
116,"Whether you're a value, growth, or momentum investor, finding strong stocks becomes easier with the Zacks Style Scores, a top feature of the Zacks Premium research service.",2022-06-17
117,"Shares of Everest Re Group Ltd. slid 3.73% to $265.00 Thursday, on what proved to be an all-around rough trading session for the stock market, with the S&P...",2022-06-16
118,W. R. Berkley's (WRB) dividend hike and special dividend approval reflects its operational excellence and concerted effort to enhance shareholders value.,2022-06-16
119,"AM Best has affirmed the Financial Strength Rating of A+ and the Long-Term Issuer Credit Ratings of 'aa-' of the operating subsidiaries of Everest Re Group, Ltd. .Concurrently, AM Best has... | June 16, 2022",2022-06-16
120,"Shares of Everest Re Group Ltd. inched 0.95% higher to $275.26 Wednesday, on what proved to be an all-around positive trading session for the stock market,...",2022-06-15
121,"Netflix disrupted traditional TV by releasing entire seasons of shows all at once. Now, the model is under scrutiny as the streamer deals with big losses.",2022-06-15
122,Let's see how Everest Re (RE) and Cincinnati Financial (CINF) fare in terms of some of the key metrics.,2022-06-15
123,"Shares of Everest Re Group Ltd. rallied 1.11% to $272.67 Tuesday, on what proved to be an all-around poor trading session for the stock market, with the S&P...",2022-06-14
124,"Everest Re (RE) stands to gain from a solid capital position, double-digit rate increases and renewal rate increases.",2022-06-14
125,"Here at Zacks, our focus is on the proven Zacks Rank system, which emphasizes earnings estimates and estimate revisions to find great stocks. Nevertheless, we are always paying attention to the latest value, growth, and momentum trends to underscore strong picks.",2022-06-14
126,"Shares of Everest Re Group Ltd. slid 3.03% to $269.68 Monday, on what proved to be an all-around dismal trading session for the stock market, with the S&P...",2022-06-13
127,"""Jurassic World: Dominion"" roared to the top of the domestic box office over the weekend, generating more than $143 million in ticket sales during its debut.",2022-06-12
128,"Dividends are one of the best benefits to being a shareholder, but finding a great dividend stock is no easy task. Does Everest Re (RE) have what it takes? Let's find out.",2022-06-10
129,"Better pricing, prudent underwriting, increased exposure, favorable reserve development and a solid capital position help RLI, WRB, KNSL, AXS and RE withstand blows from the catastrophe events.",2022-06-10
130,"dividend channel,RE,",2022-06-10
131,"""Jurassic World: Dominion"" may score to top spot at the domestic box office this weekend, but lackluster critical reviews and word of mouth could stall its potential haul.",2022-06-09
132,"Universal's ""Jurassic World: Dominion"" enters domestic theaters Friday, and it will snag the majority of premium format screens from ""Top Gun: Maverick.""",2022-06-09
133,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-06-09
134,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-06-08
135,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-06-07
136,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-06-06
137,"Shares of Everest Re Group Ltd. sank 0.48% to $280.29 Friday, on what proved to be an all-around dismal trading session for the stock market, with the S&P...",2022-06-03
138,"Shares of Everest Re Group Ltd. rallied 1.12% to $281.63 Thursday, on what proved to be an all-around favorable trading session for the stock market, with...",2022-06-02
139,"Shares of Everest Re Group Ltd. shed 1.41% to $278.52 Wednesday, on what proved to be an all-around dismal trading session for the stock market, with the S&P...",2022-06-01
140,"Shares of Everest Re Group Ltd. slid 0.80% to $282.50 Tuesday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500...",2022-05-31
141,"Horace Mann (HMN) estimates generating about $50 million in excess capital annually in 2022 and beyond to support growth initiatives, buy back shares and hike dividends",2022-05-31
142,Netflix's fall from grace has ended the first act of the streaming wars. Act two will determine whether the industry can right itself.,2022-05-29
